City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
287,princeville,45.7668,-61.2985,12.48,93,100,4.63,CA,1697415808
288,nuuk,64.1835,-51.7216,-0.66,74,20,3.6,GL,1697415808
289,carlos chagas,-17.7031,-40.7664,24.44,66,69,4.38,BR,1697415809
290,rabigh,22.7986,39.0349,28.25,67,0,2.04,SA,1697415809
291,urkarakh,42.163,47.6307,8.75,34,7,2.78,RU,1697415809
292,ixtapa,20.7,-105.2,29.57,79,100,1.54,MX,1697415809
293,villa union,23.2,-106.2333,31.62,74,40,2.57,MX,1697415809
294,eyl,7.9803,49.8164,26.92,74,23,1.85,SO,1697415810
295,atafu village,-8.5421,-172.5159,27.92,78,82,7.78,TK,1697415810
296,san antonio de pale,-1.4014,5.6325,26.13,82,98,6.6,GQ,1697415810
297,bijbehara,33.8,75.1,11.21,56,98,0.96,IN,1697415811
298,hersbruck,49.5125,11.4339,1.53,88,6,0.91,DE,1697415811
299,hithadhoo,-0.6,73.0833,27.34,80,17,8.13,MV,1697415812
300,prince rupert,54.3161,-130.3201,14.05,84,40,9.26,CA,1697415761
301,cotoca,-17.8167,-63.05,28.92,36,9,3.58,BO,1697415812
302,enewetak,11.3474,162.3373,28.59,76,99,5.14,MH,1697415812
303,lospalos,-8.5186,127.0025,27.01,53,73,3.91,TL,1697415813
304,kiruna,67.8557,20.2251,1.51,75,75,10.8,SE,1697415813
305,huejotzingo,19.15,-98.4,13.79,77,100,7.2,MX,1697415763
306,fort mcmurray,56.7268,-111.381,10.77,62,40,2.57,CA,1697415813
307,placido de castro,-10.3353,-67.1856,23.81,90,98,2.94,BR,1697415814
308,iaciara,-14.0958,-46.6317,28.34,31,54,2.91,BR,1697415814
309,pisco,-13.7,-76.2167,19.03,88,0,6.17,PE,1697415814
310,flin flon,54.7682,-101.865,8.24,67,12,2.06,CA,1697415814
311,yurgamysh,55.3714,64.4656,9.91,82,100,4.84,RU,1697415815
312,uturoa,-16.7333,-151.4333,26.09,72,3,3.22,PF,1697415815
313,contamana,-7.3333,-75.0167,26.99,61,78,1.33,PE,1697415815
314,tsiombe,-25.3,45.4833,19.13,85,67,1.3,MG,1697415816
315,timberlake,37.3207,-79.2575,12.12,71,0,1.54,US,1697415816
316,uchiza,-8.4592,-76.4633,21.9,97,88,0.78,PE,1697415816
317,katoya,23.65,88.1333,22.68,71,0,0.26,IN,1697415817
318,iskateley,67.6803,53.1512,0.57,87,100,8.94,RU,1697415817
319,belomorsk,64.5232,34.7668,3.43,85,98,7.21,RU,1697415817
320,brownsville,25.9018,-97.4975,24.49,52,0,3.09,US,1697415818
321,satara,17.6833,73.9833,22.13,73,58,1.76,IN,1697415818
322,great falls,47.5002,-111.3008,17.66,45,0,3.09,US,1697415818
323,alta,69.9689,23.2717,4.59,84,75,6.69,NO,1697415818
324,sabang,5.8933,95.3214,27.31,78,96,8.15,ID,1697415819
325,rawson,-43.3002,-65.1023,10.68,66,86,4.29,AR,1697415819
326,juan griego,11.0817,-63.9655,30.07,74,46,5.14,VE,1697415819
327,uttar char fasson,22.2332,90.7132,24.72,73,12,3.43,BD,1697415820
328,emerald,-23.5333,148.1667,27.41,41,25,3.29,AU,1697415820
329,arraial do cabo,-22.9661,-42.0278,22.16,91,94,6.4,BR,1697415820
330,yuzha,56.5831,42.0122,8.66,88,100,2.47,RU,1697415820
331,mermoz boabab,14.7065,-17.4758,28.88,89,0,0.0,SN,1697415821
332,neryungri,56.6709,124.6491,-9.31,89,66,0.51,RU,1697415821
333,farkhar,36.5729,69.8578,10.25,66,81,0.43,AF,1697415821
334,pita,10.8333,-12.5833,23.09,87,98,1.06,GN,1697415821
335,pesaro,43.9036,12.8903,18.86,66,99,2.24,IT,1697415822
336,mokrous,51.2333,47.5167,12.62,87,10,4.75,RU,1697415822
337,mirny,62.5353,113.9611,-2.09,100,100,1.79,RU,1697415822
338,nchelenge,-9.3451,28.734,22.79,73,96,2.36,ZM,1697415822
339,port saint john's,-31.6229,29.5448,18.26,91,100,6.03,ZA,1697415822
340,urzhar,47.093,81.6294,5.96,76,100,0.85,KZ,1697415823
341,gibong,11.8634,122.0394,27.87,75,75,1.37,PH,1697415823
342,namdrik,5.5994,168.1028,28.68,74,48,4.6,MH,1697415823
343,tadine,-21.55,167.8833,23.92,76,96,7.23,NC,1697415823
344,koundara,12.4833,-13.3,25.89,78,93,1.87,GN,1697415824
345,regina,50.4501,-104.6178,12.77,47,100,7.15,CA,1697415033
346,salina cruz,16.1667,-95.2,28.02,70,94,7.72,MX,1697415824
347,yeniseysk,58.4497,92.1703,6.08,70,100,2.24,RU,1697415825
348,glennville,31.9366,-81.9285,18.39,82,67,3.49,US,1697415825
349,rikaze,29.25,88.8833,3.3,60,60,1.55,CN,1697415825
350,camana,-16.6228,-72.7111,19.03,85,47,2.37,PE,1697415826
351,tanjungtiram,4.0613,98.3699,24.64,91,100,1.2,ID,1697415826
352,vif,45.05,5.6667,8.94,84,100,0.42,FR,1697415827
353,betio village,1.358,172.9211,28.07,73,100,3.1,KI,1697415828
354,qingquan,30.4511,115.2559,19.21,61,0,1.07,CN,1697415828
355,kangiwa,12.5521,3.8187,28.89,39,90,2.23,NG,1697415828
356,osilnica,45.5292,14.6989,9.76,95,99,2.44,HR,1697415829
357,bukama,-9.2,25.85,21.25,91,100,0.53,CD,1697415829
358,mar del plata,-38.0023,-57.5575,13.94,87,0,2.68,AR,1697415829
359,kuhdasht,33.535,47.6061,18.56,33,33,2.12,IR,1697415829
360,hami,42.8,93.45,10.93,37,10,2.82,CN,1697415830
361,akot,21.0964,77.0586,22.93,56,4,1.77,IN,1697415830
362,kuta,-8.7233,115.1723,27.97,83,40,4.12,ID,1697415830
363,uruguaiana,-29.7547,-57.0883,24.96,78,75,2.06,BR,1697415831
364,khandyga,62.6667,135.6,-13.45,92,87,1.08,RU,1697415831
365,praia da vitoria,38.7333,-27.0667,24.14,73,40,13.47,PT,1697415831
366,san clemente del tuyu,-36.3569,-56.7235,15.55,85,0,11.16,AR,1697415695
367,senador jose porfirio,-2.5908,-51.9542,25.24,83,95,1.17,BR,1697415832
368,poshekhon'ye,58.4993,39.1353,9.01,82,97,5.23,RU,1697415832
369,waimea,20.0231,-155.6717,22.52,83,93,2.01,US,1697415832
370,general pico,-35.6566,-63.7568,20.58,33,3,5.2,AR,1697415584
371,zeya,53.75,127.2667,-1.4,65,2,4.08,RU,1697415832
372,georgetown,5.4112,100.3354,27.96,89,20,1.03,MY,1697415717
373,chibougamau,49.9168,-74.3659,9.79,76,0,3.09,CA,1697415833
374,parauapebas,-6.0675,-49.9022,24.45,78,36,0.97,BR,1697415742
375,preobrazheniye,42.9019,133.9064,9.13,36,0,4.92,RU,1697415833
376,kamyshevatskaya,46.4132,37.9563,14.5,59,37,0.69,RU,1697415834
377,rakops,-21.0167,24.3333,24.13,52,100,1.32,BW,1697415834
378,porto novo,6.4965,2.6036,26.9,89,100,2.57,BJ,1697415834
379,yung shue wan,22.2333,114.1167,25.93,75,77,0.45,HK,1697415834
380,kerikeri,-35.2268,173.9474,20.03,53,10,4.14,NZ,1697415834
381,manjeshvar,12.7,74.8833,26.66,88,70,1.26,IN,1697415835
382,egilsstadir,65.2653,-14.3948,0.95,93,100,2.06,IS,1697415835
383,mount isa,-20.7333,139.5,29.87,16,22,8.23,AU,1697415835
384,arevalo,41.0626,-4.7204,14.61,79,98,2.14,ES,1697415835
385,cockburn town,21.4612,-71.1419,29.29,62,42,0.93,TC,1697415718
386,mount pearl,47.5166,-52.7813,10.19,91,75,3.6,CA,1697415836
387,carnarvon,-24.8667,113.6333,29.87,24,3,8.22,AU,1697415836
388,shilin,24.8188,103.3324,12.76,92,42,1.08,CN,1697415836
389,zahedan,29.4963,60.8629,14.95,41,1,2.06,IR,1697415837
390,abqaiq,25.9371,49.6776,26.44,40,0,2.85,SA,1697415837
391,dabat,12.9842,37.765,12.09,62,61,2.8,ET,1697415837
392,east end,34.5507,-92.341,14.84,66,87,4.58,US,1697415837
393,cidade velha,14.9167,-23.6167,28.26,42,75,3.09,CV,1697415837
394,margate,51.3813,1.3862,6.61,60,80,2.19,GB,1697415838
395,oranjemund,-28.55,16.4333,15.96,72,0,1.96,NA,1697415838
396,ketchikan,55.3422,-131.6461,12.99,100,100,3.6,US,1697415838
397,brejo santo,-7.4933,-38.9872,30.13,52,49,4.25,BR,1697415838
398,xylokastro,38.0776,22.6317,18.33,55,0,0.89,GR,1697415839
399,yulinshi,38.2906,109.7494,13.16,32,0,1.93,CN,1697415839
400,lanxi,29.2195,119.477,18.22,79,0,0.44,CN,1697415839
401,rapla,59.0072,24.7928,3.84,97,90,2.36,EE,1697415839
402,santa cruz,-17.8,-63.1667,28.7,61,9,3.09,BO,1697415840
403,greenville,35.6127,-77.3663,13.09,92,75,0.0,US,1697415554
404,taoudenni,22.6783,-3.9836,29.24,17,0,2.13,ML,1697415841
405,marsassoum,12.8275,-15.9806,27.05,88,98,2.13,SN,1697415842
406,hurghada,27.2574,33.8129,24.38,42,0,6.63,EG,1697415552
407,kutum,14.2,24.6667,25.6,23,100,5.31,SD,1697415842
408,hilo,19.7297,-155.09,32.38,69,0,4.12,US,1697415842
409,murud,18.3258,72.965,25.7,84,16,2.04,IN,1697415843
410,tamarin,-20.3256,57.3706,21.4,77,36,2.45,MU,1697415843
411,muisne,0.6,-80.0333,24.51,84,90,1.9,EC,1697415843
412,pandan,14.0453,124.1694,27.99,77,96,2.67,PH,1697415843
413,jatiroto,-7.8833,111.1167,26.63,63,6,2.54,ID,1697415843
414,kitimat,54.0524,-128.6534,14.21,63,100,0.45,CA,1697415844
415,gazli,40.1333,63.45,9.88,24,9,6.07,UZ,1697415844
416,sorong,-0.8833,131.25,27.8,76,78,1.7,ID,1697415844
417,brisas de zicatela,15.8369,-97.0419,29.29,54,75,1.54,MX,1697415845
418,palikir - national government center,6.9248,158.1611,31.41,66,40,3.6,FM,1697415845
419,murzuq,25.9155,13.9184,21.77,24,0,2.76,LY,1697415670
420,pudozh,61.8099,36.5345,4.41,72,93,5.81,RU,1697415845
421,castillos,-34.1667,-53.8333,15.16,88,95,5.91,UY,1697415845
422,mangai,-4.05,19.5333,21.33,93,96,0.33,CD,1697415846
423,temryuk,45.2722,37.3811,16.52,69,72,1.48,RU,1697415789
424,dzhangala,49.2167,50.3333,10.22,62,1,4.19,KZ,1697415846
425,vilyuysk,63.7553,121.6247,-5.46,82,83,2.24,RU,1697415846
426,laguna,38.421,-121.4238,30.62,29,0,1.54,US,1697415847
427,greytown,-29.0642,30.5928,11.53,96,100,0.51,ZA,1697415847
428,the pas,53.8251,-101.2541,10.01,62,0,3.09,CA,1697415847
429,sarangani,5.4033,125.4636,28.42,77,28,1.92,PH,1697415847
430,floro,61.5996,5.0328,5.98,61,100,8.23,NO,1697415848
431,alappuzha,9.49,76.3264,25.16,85,90,1.32,IN,1697415848
432,fougamou,-1.2154,10.5838,23.46,99,100,1.01,GA,1697415848
433,oppdal,62.5943,9.6912,-0.42,94,100,3.66,NO,1697415849
434,garissa,-0.4536,39.6401,26.27,73,100,4.85,KE,1697415849
435,aykhal,66.0,111.5,-7.18,85,100,2.24,RU,1697415849
436,holtville,32.8112,-115.3803,35.93,13,0,3.09,US,1697415849
437,al ghayzah,16.2079,52.176,25.44,74,90,2.4,YE,1697415849
438,udachny,66.4167,112.4,-4.75,92,100,5.02,RU,1697415850
439,hwange,-18.3693,26.5019,25.78,58,97,1.2,ZW,1697415850
440,yacuiba,-22.038,-63.6797,32.95,25,31,6.47,BO,1697415850
441,silver city,32.7701,-108.2803,24.06,27,0,2.24,US,1697415556
442,selibaby,15.159,-12.1829,31.45,20,70,0.92,MR,1697415851
443,abha,18.2164,42.5053,14.14,72,0,0.0,SA,1697415851
444,tortoli,39.9256,9.6572,21.9,49,0,4.12,IT,1697415851
445,elliot lake,46.3834,-82.6331,7.77,74,100,5.94,CA,1697415851
446,borogontsy,62.6683,131.1683,-8.73,84,18,1.34,RU,1697415852
447,scarborough,54.2797,-0.4044,5.51,84,75,2.87,GB,1697415852
448,san fernando de apure,7.8878,-67.4724,25.47,88,53,2.11,VE,1697415795
449,matoury,4.8483,-52.3317,27.98,78,0,2.57,GF,1697415853
450,mansourah,31.0364,31.3807,19.51,72,0,2.55,EG,1697415854
451,mogocha,53.7333,119.7667,-3.47,63,72,0.45,RU,1697415854
452,wajir,1.7471,40.0573,26.87,67,91,5.78,KE,1697415854
453,happy valley-goose bay,53.3168,-60.3315,7.17,81,100,7.2,CA,1697415855
454,arlington,32.7357,-97.1081,16.88,53,0,7.2,US,1697415600
455,east london,-33.0153,27.9116,17.8,89,100,10.02,ZA,1697415726
456,richards bay,-28.783,32.0377,18.51,92,100,2.31,ZA,1697415855
457,nouadhibou,20.931,-17.0347,25.41,56,39,7.52,MR,1697415856
458,dolbeau-mistassini,48.8763,-72.212,12.36,78,100,5.38,CA,1697415856
459,salalah,17.0151,54.0924,26.05,83,20,2.06,OM,1697415856
460,daru,-9.0763,143.2092,26.78,77,88,5.19,PG,1697415856
461,kirensk,57.7853,108.1119,5.57,95,100,3.58,RU,1697415857
462,askoy,60.4092,5.226,4.3,87,75,2.57,NO,1697415857
463,colonia,50.9333,6.95,7.14,90,0,0.51,DE,1697415746
464,francisco sa,-16.4758,-43.4883,27.08,48,30,6.42,BR,1697415857
465,zhezqazghan,47.7833,67.7667,6.22,70,72,1.63,KZ,1697415858
466,rabo de peixe,37.8,-25.5833,21.1,99,75,15.43,PT,1697415858
467,smithers,54.7804,-127.1743,13.18,76,75,2.57,CA,1697415858
468,coronel dorrego,-38.7187,-61.2873,14.1,69,70,7.41,AR,1697415858
469,sisimiut,66.9395,-53.6735,-3.25,67,99,2.66,GL,1697415859
470,torremolinos,36.6204,-4.4998,22.43,64,75,1.03,ES,1697415859
471,quintanar de la orden,39.5937,-3.0417,16.73,72,100,1.56,ES,1697415859
472,nueva gerona,21.8833,-82.8,28.48,77,54,5.49,CU,1697415859
473,middelburg,-25.7751,29.4648,13.77,80,72,1.18,ZA,1697415860
474,sydney,-33.8679,151.2073,24.75,39,40,3.6,AU,1697415162
475,dalandzadgad,43.5708,104.425,9.12,35,76,2.84,MN,1697415860
476,tibanbang,6.6315,126.1055,27.93,78,12,1.68,PH,1697415861
477,lupane,-18.9315,27.807,20.71,75,87,2.45,ZW,1697415861
478,puerto aysen,-45.4,-72.7,6.65,99,95,1.5,CL,1697415861
479,juegang,32.3174,121.1855,23.28,64,0,2.06,CN,1697415861
480,benguela,-12.5763,13.4055,22.71,79,75,1.24,AO,1697415862
481,tafuna,-14.3358,-170.72,28.97,74,75,7.72,AS,1697415862
482,quelimane,-17.8786,36.8883,26.97,89,75,2.06,MZ,1697415862
483,mohr,54.3528,9.7167,5.08,92,72,3.09,DE,1697415863
484,natal,-5.795,-35.2094,25.36,78,20,5.14,BR,1697415825
485,guanica,17.9716,-66.908,29.39,49,33,2.54,PR,1697415863
486,shahrak,34.1074,64.3052,3.91,68,30,0.91,AF,1697415863
487,punta del este,-34.9667,-54.95,17.06,84,75,4.92,UY,1697415864
488,hafar al-batin,28.4328,45.9708,25.32,29,0,2.06,SA,1697415864
489,celanova,42.153,-7.9551,14.89,94,100,1.38,ES,1697415864
490,chatellerault,46.8,0.5333,10.4,49,100,5.85,FR,1697415865
491,bardai,11.65,7.2333,23.66,36,42,0.69,NG,1697415865
492,potosi,-19.5836,-65.7531,11.81,48,56,2.14,BO,1697415748
493,mizdah,31.4451,12.9801,18.78,55,0,2.67,LY,1697415865
494,ta`u,-14.2336,-169.5144,26.46,78,58,8.52,AS,1697415866
495,mariara,10.2964,-67.7181,27.66,75,21,1.33,VE,1697415866
496,vadso,70.0744,29.7487,4.49,93,100,8.23,NO,1697415866
497,kapoeta,4.7717,33.5903,25.34,69,100,0.31,SS,1697415866
498,grand baie,-20.0182,57.5802,21.36,76,49,0.89,MU,1697415867
499,balabac,7.9868,117.0645,28.22,76,100,1.94,PH,1697415867
500,remire-montjoly,4.9167,-52.2667,28.02,78,0,2.57,GF,1697415867
501,yeppoon,-23.1333,150.7333,27.88,56,8,3.96,AU,1697415868
502,buka,40.8108,69.1986,8.63,43,32,1.68,UZ,1697415868
503,mount gambier,-37.8333,140.7667,12.14,53,81,6.09,AU,1697415868
504,limburg an der lahn,50.3833,8.05,5.98,94,6,0.8,DE,1697415869
505,kenai,60.5544,-151.2583,9.05,84,100,5.14,US,1697415869
506,xiva,41.3783,60.3639,1.99,30,0,4.55,UZ,1697415869
507,tromso,69.6496,18.957,4.01,81,75,6.17,NO,1697415869
508,guarapari,-20.6667,-40.4975,22.16,96,100,2.02,BR,1697415870
509,edgewater,28.9889,-80.9023,22.27,71,1,4.36,US,1697415870
510,kalmunai,7.4167,81.8167,25.29,87,94,2.3,LK,1697415870
511,talcahuano,-36.7167,-73.1167,11.82,66,20,8.23,CL,1697415871
512,as sulayyil,20.4607,45.5779,26.14,19,3,2.15,SA,1697415871
513,mariehamn,60.0973,19.9348,6.57,70,75,4.63,AX,1697415871
514,urengoy,65.9667,78.3667,1.17,97,100,1.79,RU,1697415871
515,christchurch,-43.5333,172.6333,17.11,34,23,4.63,NZ,1697415158
516,naranjo,10.0987,-84.3782,21.9,98,100,0.67,CR,1697415872
517,wynyard,-41.0,145.7167,12.83,48,13,7.13,AU,1697415872
518,juan aldama,24.2908,-103.3944,20.6,57,65,7.37,MX,1697415872
519,greeley,40.4233,-104.7091,18.75,33,0,4.12,US,1697415872
520,petoskey,45.3733,-84.9553,10.17,77,75,2.68,US,1697415861
521,saint joseph,39.7686,-94.8466,10.34,76,94,5.81,US,1697415873
522,chernyshevskiy,63.0128,112.4714,-0.33,99,100,1.81,RU,1697415873
523,kailua-kona,19.6406,-155.9956,28.98,77,40,4.63,US,1697415873
524,cloverdale,38.8055,-123.0172,28.07,42,79,1.79,US,1697415874
525,mek'ele,13.4967,39.4753,15.14,56,0,3.43,ET,1697415874
526,ambato boeny,-16.4667,46.7167,24.24,86,52,0.57,MG,1697415874
527,enoch,37.7733,-113.0244,23.14,23,0,2.06,US,1697415874
528,ciudad sabinas hidalgo,26.5,-100.1667,21.58,48,17,1.97,MX,1697415875
529,bhalki,18.0333,77.2167,21.37,68,17,1.97,IN,1697415875
530,pokhara,28.2333,83.9833,17.68,73,100,1.56,NP,1697415875
531,shulan,44.4167,126.95,5.11,38,0,4.07,CN,1697415875
532,sinabang,2.4803,96.3801,25.36,88,97,2.79,ID,1697415876
533,saldanha,-33.0117,17.9442,16.03,81,0,3.39,ZA,1697415876
534,illizi,26.4833,8.4667,21.89,21,30,3.63,DZ,1697415876
535,stephenville,32.2207,-98.2023,17.0,44,0,2.06,US,1697415877
536,shaydon,40.6747,70.346,9.86,38,67,1.95,TJ,1697415877
537,qusmuryn,52.4503,64.6311,10.15,80,96,4.36,KZ,1697415877
538,tamanrasset,22.785,5.5228,22.95,27,0,2.57,DZ,1697415877
539,ruteng,-8.6136,120.4721,24.12,39,9,1.27,ID,1697415877
540,leninskoye,41.7589,69.3864,9.3,44,6,0.93,KZ,1697415878
541,talara,-4.5772,-81.2719,23.42,73,0,4.63,PE,1697415878
542,aripuana,-9.1667,-60.6333,27.19,59,77,0.84,BR,1697415879
543,sampit,-2.5333,112.95,26.86,84,82,1.65,ID,1697415879
544,sur,22.5667,59.5289,26.58,76,2,4.93,OM,1697415879
545,birobidzhan,48.8,132.95,0.46,54,12,5.24,RU,1697415879
546,skierniewice,51.9548,20.1584,5.58,71,22,8.27,PL,1697415880
547,kiama,-34.6833,150.8667,22.99,49,88,4.02,AU,1697415880
548,berezovyy,51.6667,135.7,1.32,93,100,3.35,RU,1697415880
549,hovd,48.0056,91.6419,0.72,46,23,3.72,MN,1697415880
550,anan,33.9167,134.65,19.88,60,0,4.44,JP,1697415880
551,iwanai,42.9744,140.5089,11.44,87,69,7.02,JP,1697415881
552,ghadamis,30.1337,9.5007,22.13,23,0,3.87,LY,1697415881
553,xichang,27.8964,102.2634,14.3,93,53,0.59,CN,1697415881
554,ilhabela,-23.7781,-45.3581,21.31,95,82,3.92,BR,1697415882
555,qarauyl,48.9451,79.255,2.87,80,24,2.72,KZ,1697415882
556,gorontalo,0.5412,123.0595,30.42,60,8,1.86,ID,1697415882
557,tanout,14.9709,8.8879,28.85,21,48,4.24,NE,1697415882
558,novoutkinsk,56.993,59.5571,7.92,90,97,5.79,RU,1697415883
559,xinyuan,37.3,99.0,-5.24,61,37,1.4,CN,1697415883
560,keflavik,64.0049,-22.5624,7.95,93,75,6.17,IS,1697415883
561,taltal,-25.4,-70.4833,16.53,78,31,1.98,CL,1697415620
562,san julian,21.0167,-102.1667,21.31,50,96,5.15,MX,1697415884
563,ghaziabad,28.6667,77.4333,24.08,51,48,2.83,IN,1697415632
564,huambo,-12.7761,15.7392,19.11,67,85,1.08,AO,1697415884
565,lepsy,46.235,78.9456,8.02,56,87,1.05,KZ,1697415884
566,lagoa,39.05,-27.9833,21.02,86,100,18.8,PT,1697415884
567,klyuchi,52.2667,79.1667,3.61,77,20,2.93,RU,1697415885
568,uttarkashi,30.7333,78.45,13.94,57,59,3.02,IN,1697415885
569,halvad,23.0167,71.1833,25.58,73,0,2.83,IN,1697415885
570,sharypovo,55.5403,89.2008,6.81,62,100,4.92,RU,1697415885
571,lorengau,-2.0226,147.2712,29.37,69,100,2.82,PG,1697415886
572,atamyrat,37.8357,65.2106,12.69,25,97,2.15,TM,1697415886
573,ylitornio,66.3089,23.6773,2.74,80,100,6.35,FI,1697415886
574,moussoro,13.6408,16.4901,31.67,36,100,2.59,TD,1697415887
575,kourou,5.1552,-52.6478,28.03,81,73,5.55,GF,1697415887
